institution_id,publication_count
https://openalex.org/I1339531966,1
https://openalex.org/I4210089315,1
https://openalex.org/I4210114143,1
https://openalex.org/I4210139883,1
https://openalex.org/I1321649718,1
https://openalex.org/I175234967,1
https://openalex.org/I4210112252,1
https://openalex.org/I4210106928,1
https://openalex.org/I4210132331,1
https://openalex.org/I43777268,1
https://openalex.org/I4210118037,1
https://openalex.org/I61923386,1
https://openalex.org/I151808059,1
https://openalex.org/I10947320,1
https://openalex.org/I1323093577,1
https://openalex.org/I55016150,1
https://openalex.org/I4210133909,1
https://openalex.org/I4210154143,1
https://openalex.org/I192597271,1
https://openalex.org/I2800129641,1
https://openalex.org/I699696,1
https://openalex.org/I4210144468,1
https://openalex.org/I4210099595,1
https://openalex.org/I4210101200,1
https://openalex.org/I4210164150,1
https://openalex.org/I2799434747,1
https://openalex.org/I87048295,1
https://openalex.org/I4210116691,1
https://openalex.org/I139264467,1
https://openalex.org/I4210085920,1
https://openalex.org/I75951250,1
https://openalex.org/I4210127693,1
https://openalex.org/I4210151747,1
https://openalex.org/I4210130445,1
https://openalex.org/I88273585,1
https://openalex.org/I98702875,1
https://openalex.org/I4210116174,1
https://openalex.org/I2802407485,1
https://openalex.org/I4210087077,1
https://openalex.org/I4210097825,1
https://openalex.org/I4387153933,1
https://openalex.org/I4210110827,1
https://openalex.org/I1292859797,1
https://openalex.org/I4210158500,1
https://openalex.org/I2802674826,1
https://openalex.org/I4210086291,1
https://openalex.org/I4210125278,1
https://openalex.org/I4210153594,1
https://openalex.org/I4210124898,1
https://openalex.org/I4210106300,1
https://openalex.org/I1320557632,1
https://openalex.org/I2801296245,1
https://openalex.org/I169912796,1
https://openalex.org/I2800945745,1
https://openalex.org/I4210145000,1
https://openalex.org/I157674215,1
https://openalex.org/I55664587,1
https://openalex.org/I121750182,1
https://openalex.org/I170979836,1
https://openalex.org/I4210139435,1
https://openalex.org/I119939252,1
https://openalex.org/I4210155236,1
https://openalex.org/I55862774,1
https://openalex.org/I4210112570,1
https://openalex.org/I28210344,1
https://openalex.org/I198244214,1
https://openalex.org/I3020098449,1
https://openalex.org/I4210153543,1
https://openalex.org/I2799829267,1
https://openalex.org/I4210141755,1
https://openalex.org/I4210110641,1
https://openalex.org/I4391767860,1
https://openalex.org/I129628643,1
https://openalex.org/I162254961,1
https://openalex.org/I99165933,1
https://openalex.org/I198243066,1
https://openalex.org/I4210145257,1
https://openalex.org/I4210160674,1
https://openalex.org/I4210095581,1
https://openalex.org/I131762061,1
https://openalex.org/I174458059,1
https://openalex.org/I116419501,1
https://openalex.org/I3132505570,1
https://openalex.org/I4210123911,1
https://openalex.org/I4210133764,1
https://openalex.org/I165368041,1
https://openalex.org/I4210119417,1
https://openalex.org/I122147150,1
https://openalex.org/I205051169,1
https://openalex.org/I10457146,1
https://openalex.org/I4210135882,1
https://openalex.org/I10017102,1
https://openalex.org/I196551433,1
https://openalex.org/I21215505,1
https://openalex.org/I128212801,1
https://openalex.org/I4210124406,1
https://openalex.org/I195729267,1
https://openalex.org/I14500998,1
https://openalex.org/I2799500531,1
https://openalex.org/I13897259,1
https://openalex.org/I168719708,1
https://openalex.org/I305407034,1
https://openalex.org/I1286329397,1
https://openalex.org/I60559429,1
https://openalex.org/I130343225,1
https://openalex.org/I91732220,1
https://openalex.org/I10232997,1
https://openalex.org/I4210141258,1
https://openalex.org/I3020002803,1
https://openalex.org/I187400657,1
https://openalex.org/I2800667924,1
https://openalex.org/I4210150574,1
https://openalex.org/I118298837,1
https://openalex.org/I141074466,1
https://openalex.org/I4210102099,1
https://openalex.org/I4210099176,1
https://openalex.org/I4210116254,1
https://openalex.org/I4210150180,1
https://openalex.org/I2799615058,1
https://openalex.org/I2802359038,1
https://openalex.org/I131944076,1
https://openalex.org/I4210158168,1
https://openalex.org/I4210117572,1
https://openalex.org/I2799807261,1
https://openalex.org/I169541294,1
https://openalex.org/I4210123879,1
https://openalex.org/I129975664,1
https://openalex.org/I4210119033,1
https://openalex.org/I4210131405,1
https://openalex.org/I4210102853,1
https://openalex.org/I2799725268,1
https://openalex.org/I1297363086,1
https://openalex.org/I4210150894,1
https://openalex.org/I2801766832,1
